Serial Number;List Year;Date Recorded;Town;Address;Assessed Value;Property Type;Residential Type;area_m2;meses_en_venta;nro_habitaciones;nro_pisos;Sale Amount
14119;2014;09/14/2015;Portland;41 NO PARKER RD;340000;Single Family;Single Family;200m2;5;6;3;340000
14119;2014;11/12/2014;Southington;875 EKONK HILL RD;316200;Single Family;Single Family;186m2;4;5;2;316200
14119;2014;10/15/2014;Portland;49 ROCKWOOD AVENUE;292400;Single Family;Single Family;172m2;3;5;2;292400
14119;2014;01/16/2015;Windham;25 SOUTH RIDGE RD;518110;Single Family;Single Family;141m2;3;4;2;253800
14119;2014;06/24/2015;Bridgeport;125 SUNRISE HILL CIR;563075;Condo;Condo;140m2;4;4;2;252000
14119;2014;11/21/2014;Wilton;1 GOLD ST UNIT 22K;226000;Condo;Condo;113m2;3;4;2;226000
14119;2014;07/21/2015;Lisbon;132 ORANGEWOOD EAST;198000;Condo;Condo;110m2;3;4;2;198000
14119;2014;12/22/2014;Windham;38 HUBBARD RUN DR;177000;Condo;Condo;98m2;3;3;1;177000
14120;2014;2/04/2015;Windham;1 KENSETT LANE;1651600;Single Family;Single Family;203m2;3;6;3;1651600
14120;2014;04/16/2015;Wilton;55 DIRKSEN DR;900000;Single Family;Single Family;297m2;4;7;3;900000
14120;2014;12/22/2014;Windham;186 SOUTHPOND RD;835810;Single Family;Single Family;185m2;3;5;2;835810
14120;2014;11/21/2014;Wilton;27 ELLSWORTH ST;537000;Three Family;Three Family;358m2;5;7;4;537000
14120;2014;01/16/2015;Windham;35 GRASSY HILL RD;467200;Single Family;Single Family;292m2;4;7;3;467200
14120;2014;11/14/2014;Southington;310 ROCKVILLE RD;430400;Single Family;Single Family;269m2;3;7;3;430400
14120;2014;12/01/2014;Montville;63 ANITA DR.;427200;Single Family;Single Family;267m2;2;7;3;427200
14120;2014;7/08/2015;Bridgeport;30 HOLLEY LN;412800;Single Family;Single Family;258m2;4;7;3;412800
14120;2014;11/20/2014;Windham;38 BIRCH PLACE;411200;Single Family;Single Family;257m2;6;7;3;411200
14120;2014;03/30/2015;Waterford;18 WILDER ST;408000;Single Family;Single Family;255m2;5;7;3;408000
14120;2014;09/16/2015;Portland;38 SHERWOOD LN;399900;Single Family;Single Family;164m2;6;5;2;399900
14120;2014;07/21/2015;Lisbon;16 NINTH ST;388800;Two Family;Two Family;243m2;2;6;3;388800
14120;2014;07/23/2015;New Canaan;44 HUNTERS CROSSING;387500;Single Family;Single Family;205m2;2;6;3;387500
14120;2014;04/21/2015;Enfield;125 MEADOWS END RD;382500;Single Family;Single Family;225m2;9;6;3;382500
14120;2014;05/22/2015;Westport;29 SQUAW ROCK RD;380800;Single Family;Single Family;224m2;2;6;3;380800
14120;2014;02/13/2015;New Canaan;150B HANOVER ROAD;377400;Single Family;Single Family;222m2;3;6;3;377400
14120;2014;4/01/2015;Montville;27 PARK AVE;360400;Single Family;Single Family;212m2;9;6;3;360400
14120;2014;06/26/2015;Bridgeport;314 DEMAREST DR;300000;Single Family;Single Family;169m2;5;5;2;300000
14120;2014;01/29/2015;Lisbon;81 RAMAPOO RD;283900;Single Family;Single Family;167m2;3;5;2;283900
14120;2014;12/30/2014;Enfield;75 CHERRY HILL DRIVE;264600;Single Family;Single Family;147m2;2;4;2;264600
14120;2014;10/16/2014;Portland;120 PRINDLE AVENUE;255600;Single Family;Single Family;142m2;2;4;2;255600
14120;2014;06/18/2015;Waterford;14 VICKI LN;237600;Condo;Condo;132m2;1;4;2;237600
14121;2014;04/16/2015;Wilton;158 HURLBUTT ST;690000;Single Family;Single Family;209m2;1;6;3;690000
14121;2014;12/23/2014;Windham;183 ROBIN RD;467200;Single Family;Single Family;292m2;2;7;3;467200
14121;2014;02/26/2015;New Canaan;23 POCONO ROAD;462400;Single Family;Single Family;289m2;13;7;3;462400
14121;2014;10/20/2014;Portland;10 BERKSHIRE CIRCLE;435200;Single Family;Single Family;272m2;2;7;3;435200
14121;2014;05/22/2015;Westport;117 NORWICH RD;425600;Single Family;Single Family;266m2;3;7;3;425600
14121;2014;01/16/2015;Windham;20 WYNDWOOD RD;417600;Single Family;Single Family;261m2;4;7;3;417600
14121;2014;04/21/2015;Enfield;150 WILLIAMSBURG DR;406300;Single Family;Single Family;239m2;2;6;3;406300
14121;2014;07/24/2015;New Canaan;4 BRADLEY RD;403200;Single Family;Single Family;252m2;5;7;3;403200
14121;2014;11/14/2014;Southington;500 BEACH POND RD;329800;Single Family;Single Family;194m2;5;5;2;329800
14121;2014;03/31/2015;Waterford;33 NEILL DR;290700;Single Family;Single Family;171m2;4;5;2;290700
14121;2014;07/13/2015;Bridgeport;20 CANDEE RD;285600;Single Family;Single Family;168m2;6;5;2;285600
14121;2014;06/29/2015;Bridgeport;532 CARRIAGE DR;279000;Single Family;Single Family;155m2;2;5;2;279000
14121;2014;11/24/2014;Wilton;28 KENEY TER;277200;Single Family;Single Family;154m2;9;5;2;277200
14121;2014;09/24/2015;Portland;85 PARK RD;272000;Single Family;Single Family;160m2;12;5;2;272000
14121;2014;4/02/2015;Montville;18 OLD FITCH HILL RD #3;252000;Condo;Condo;140m2;1;4;2;252000
14121;2014;12/31/2014;Enfield;65 DALEWOOD ROAD;250200;Single Family;Single Family;139m2;6;4;2;250200
14121;2014;06/19/2015;Waterford;138 NORTHERN BLVD;244800;Condo;Condo;136m2;3;4;2;244800
14121;2014;2/10/2015;Windham;2658 BOSTON POST ROAD;1032360;Single Family;Single Family;135m2;4;4;2;243000
14121;2014;12/01/2014;Montville;94 STERLING RD.;239400;Single Family;Single Family;133m2;4;4;2;239400
14122;2014;04/17/2015;Wilton;302 STURGES RIDGE RD;1940000;Single Family;Single Family;297m2;3;7;3;1940000
14122;2014;2/05/2015;Windham;249 NOROTON AVE;825000;Single Family;Single Family;163m2;2;5;2;825000
14122;2014;01/26/2015;Windham;10 WISTERIA LA;739000;Single Family;Single Family;294m2;3;7;3;739000
14122;2014;11/24/2014;Wilton;21-23 BARKER ST;513000;Three Family;Three Family;342m2;8;7;4;513000
14122;2014;07/27/2015;New Canaan;406 GEORGE WASHINGTON TPKE;504000;Two Family;Two Family;315m2;4;7;4;504000
14122;2014;04/22/2015;Enfield;845 MONROE TPKE;440000;Single Family;Single Family;275m2;1;7;3;440000
14122;2014;10/22/2014;Portland;12 BERKSHIRE ROAD;432000;Single Family;Single Family;270m2;1;7;3;432000
14122;2014;11/17/2014;Southington;161 BENNETT RD;416000;Single Family;Single Family;260m2;1;7;3;416000
14122;2014;4/07/2015;Montville;15 LISA LN;390400;Single Family;Single Family;244m2;4;6;3;390400
14122;2014;12/23/2014;Windham;121 WILLIAMS ST W;387200;Single Family;Single Family;242m2;5;6;3;387200
14122;2014;07/13/2015;Bridgeport;156 MATTHEW ST;374000;Single Family;Single Family;220m2;13;6;3;374000
14122;2014;11/20/2014;Windham;191 GULF STREET;350000;Single Family;Single Family;162m2;3;5;2;350000
14122;2014;02/26/2015;New Canaan;17 BEECHWOOD DRIVE;340000;Single Family;Single Family;200m2;7;6;3;340000
14122;2014;12/01/2014;Montville;15 VINCENT CT.;324700;Single Family;Single Family;191m2;5;5;2;324700
14122;2014;05/29/2015;Westport;53 NORTH STERLING RD;253800;Single Family;Single Family;141m2;3;4;2;253800
14122;2014;06/22/2015;Waterford;28 SPICE BUSH DRIVE;229000;Single Family;Single Family;125m2;6;4;2;225000
14122;2014;12/31/2014;Enfield;40 WOODSEDGE DR 6C;192600;Condo;Condo;107m2;5;4;2;192600
14122;2014;01/16/2015;Lisbon;19 PROSPECT RIDGE UNIT 6;238390;Condo;Condo;95m2;2;3;1;171000
14123;2014;04/17/2015;Wilton;9 HIGH RIDGE RD;1350000;Single Family;Single Family;173m2;6;5;2;1350000
14123;2014;2/03/2015;Lisbon;54 BUCK HILL RD;665000;Single Family;Single Family;197m2;4;5;2;665000
14123;2014;10/23/2014;Portland;34 COLUMBIA STREET;568500;Two Family;Two Family;379m2;4;7;4;568500
14123;2014;04/24/2015;Enfield;116 BLANKET MEADOW RD;547000;Single Family;Single Family;200m2;2;6;3;547000
14123;2014;11/20/2014;Windham;21 GUNN STREET;456000;Single Family;Single Family;285m2;2;7;3;456000
14123;2014;06/30/2015;Bridgeport;432 TAULMAN RD;454400;Single Family;Single Family;284m2;3;7;3;454400
14123;2014;12/31/2014;Enfield;28 KITTS LANE;436800;Single Family;Single Family;273m2;8;7;3;436800
14123;2014;07/13/2015;Bridgeport;127 HOWARD AVE;403200;Single Family;Single Family;252m2;2;7;3;403200
14123;2014;06/22/2015;Waterford;115 HEATHERWOOD DR;394400;Single Family;Single Family;232m2;5;6;3;394400
14123;2014;07/28/2015;New Canaan;66 DAVIS ROAD;393600;Single Family;Single Family;246m2;4;6;3;393600
14123;2014;4/08/2015;Montville;12 FRANCES ST;357000;Single Family;Single Family;210m2;2;6;3;357000
14123;2014;02/27/2015;New Canaan;87 POVERTY HOLLOW ROAD;350200;Single Family;Single Family;206m2;1;6;3;350200
14123;2014;12/23/2014;Windham;17 SUNSET DR;340000;Single Family;Single Family;182m2;11;5;2;340000
14123;2014;05/29/2015;Westport;5 HANSON RD;302600;Single Family;Single Family;178m2;5;5;2;302600
14123;2014;12/18/2014;Southington;14 VALLEY DRIVE;286200;Single Family;Single Family;159m2;11;5;2;286200
14123;2014;2/12/2015;Windham;23 PARK PLACE;493850;Single Family;Single Family;158m2;3;5;2;284400
14123;2014;12/02/2014;Montville;131 MELTON DR.;253800;Single Family;Single Family;141m2;4;4;2;253800
14123;2014;11/24/2014;Wilton;59 HEBRON ST;228600;Single Family;Single Family;127m2;3;4;2;228600
14123;2014;01/26/2015;Lisbon;52 BRADFORD WALK;223910;Condo;Condo;75m2;4;2;1;150000
14124;2014;2/12/2015;Windham;225 MIDDLESEX ROAD;1200000;Single Family;Single Family;291m2;6;7;3;1200000
14124;2014;5/04/2015;Westport;8-10 GREEN ST;546000;Two Family;Two Family;364m2;3;7;4;546000
14124;2014;07/16/2015;Bridgeport;58 SUMMIT RD;478400;Single Family;Single Family;299m2;5;7;3;478400
14124;2014;06/22/2015;Waterford;334 BULKELEY HILL RD;456000;Single Family;Single Family;285m2;1;7;3;456000
14124;2014;11/20/2014;Windham;3 DUNBAR ROAD;440000;Single Family;Single Family;181m2;2;5;2;440000
14124;2014;12/23/2014;Windham;22 BENTON LN;436800;Single Family;Single Family;273m2;4;7;3;436800
14124;2014;12/22/2014;Southington;141 LILLIBRIDGE AVE;435200;Three Family;Three Family;272m2;7;7;3;435200
14124;2014;4/10/2015;Montville;291 BLACK ASH RD;396100;Single Family;Single Family;233m2;1;6;3;396100
14124;2014;12/03/2014;Montville;73 DARTMOUTH DR.;392700;Single Family;Single Family;231m2;4;6;3;392700
14124;2014;12/31/2014;Enfield;63 REVERE DRIVE;392700;Single Family;Single Family;231m2;11;6;3;392700
14124;2014;04/30/2015;Enfield;109 GREENWOOD LN;391200;Single Family;Single Family;200m2;4;6;3;391200
14124;2014;07/22/2015;Lisbon;39 ACADEMY HILL RD;357000;Single Family;Single Family;210m2;9;6;3;357000
14124;2014;10/24/2014;Portland;25 GROVE STREET;316200;Single Family;Single Family;186m2;6;5;2;316200
14124;2014;4/01/2015;Waterford;12 WOOLSON ST;278800;Single Family;Single Family;164m2;4;5;2;278800
14124;2014;04/17/2015;Wilton;40 GLEN RIDGE;268000;Condo;Condo;104m2;4;4;2;268000
14124;2014;06/30/2015;Bridgeport;340 ANN ROSE DR;248400;Single Family;Single Family;138m2;11;4;2;248400
14124;2014;07/29/2015;New Canaan;47 WEST CHIPPEN HILL RD;225000;Single Family;Single Family;125m2;2;4;2;225000
14124;2014;2/03/2015;Lisbon;120 PROSPECT ST UNIT 20;271410;Condo;Condo;90m2;2;3;1;162000
14125;2014;02/17/2015;Windham;33 KENSETT LANE;1845000;Single Family;Single Family;180m2;6;5;2;1845000
14125;2014;04/24/2015;Enfield;40 BRIDLE PATH TR;592500;Single Family;Single Family;170m2;4;5;2;592500
14125;2014;06/22/2015;Waterford;82 OLD ROD RD;475000;Single Family;Single Family;265m2;2;7;3;475000
14125;2014;07/23/2015;Lisbon;31 HOMESTEAD AVE;438400;Single Family;Single Family;274m2;1;7;3;438400
14125;2014;7/01/2015;Bridgeport;584 GRASSY HILL RD;436800;Single Family;Single Family;273m2;5;7;3;436800
14125;2014;12/31/2014;Enfield;165 ADRIAN AVENUE;432000;Single Family;Single Family;270m2;4;7;3;432000
14125;2014;10/24/2014;Portland;36 HILLSIDE;402900;Single Family;Single Family;237m2;3;6;3;402900
14125;2014;12/22/2014;Southington;116 EKONK HILL RD;389300;Two Family;Two Family;229m2;5;6;3;389300
14125;2014;04/13/2015;Montville;109 WILDWOOD LN;387600;Single Family;Single Family;228m2;4;6;3;387600
14125;2014;12/03/2014;Montville;87 RISLEY ST.;368900;Single Family;Single Family;217m2;6;6;3;368900
14125;2014;4/01/2015;Waterford;13 ROCKDALE AVE;367200;Single Family;Single Family;216m2;6;6;3;367200
14125;2014;07/16/2015;Bridgeport;70 CLARK HILL RD;275400;Single Family;Single Family;153m2;4;5;2;275400
14125;2014;11/21/2014;Windham;385 HOUSATONIC DRIVE;275400;Single Family;Single Family;162m2;3;5;2;275400
14125;2014;04/20/2015;Wilton;105 OLD BELDEN HILL RD;466130;Single Family;Single Family;147m2;5;4;2;264600
14125;2014;05/29/2015;Westport;9 ANN ST;248400;Single Family;Single Family;138m2;6;4;2;248400
14125;2014;07/29/2015;New Canaan;54 LYON ROAD;245910;Single Family;Single Family;136m2;7;4;2;244800
14125;2014;01/30/2015;Windham;379 MIDDLE RD;244800;Single Family;Single Family;136m2;2;4;2;244800
14126;2014;02/18/2015;Windham;13 EDGEHILL DRIVE;2212500;Single Family;Single Family;198m2;3;5;2;2212500
14126;2014;02/13/2015;Lisbon;163 PEACEABLE HILL RD;1070000;Single Family;Single Family;222m2;3;6;3;1070000
14126;2014;01/30/2015;Windham;6 DEER RUN RD;522500;Single Family;Single Family;284m2;2;7;3;522500
14126;2014;10/29/2014;Portland;88 GROVE STREET;484800;Two Family;Two Family;303m2;7;7;4;484800
14126;2014;12/31/2014;Enfield;110 EAST ROBBINS AVE;460800;Single Family;Single Family;288m2;6;7;3;460800
14126;2014;4/01/2015;Waterford;78 LISBON ST;443200;Single Family;Single Family;277m2;6;7;3;443200
14126;2014;06/23/2015;Waterford;784 MIDDLETOWN RD;441600;Single Family;Single Family;276m2;4;7;3;441600
14126;2014;07/30/2015;New Canaan;13 MOUNTAIN BRIAR;382500;Single Family;Single Family;225m2;1;6;3;382500
14126;2014;01/16/2015;Southington;4 PINE VALLEY DRIVE;375700;Single Family;Single Family;221m2;3;6;3;375700
14126;2014;04/16/2015;Montville;10 DENNIS DR;367200;Single Family;Single Family;216m2;5;6;3;367200
14126;2014;12/03/2014;Montville;121 ARBUTUS ST.;340000;Single Family;Single Family;200m2;4;6;3;340000
14126;2014;07/24/2015;Lisbon;81 GROVE AVE;328100;Single Family;Single Family;193m2;2;5;2;328100
14126;2014;6/01/2015;Westport;341 GREEN HOLLOW RD;290700;Single Family;Single Family;171m2;7;5;2;290700
14126;2014;11/21/2014;Windham;12 FRANKLIN ROAD;287500;Single Family;Single Family;147m2;1;4;2;287500
14126;2014;5/04/2015;Enfield;203 JOCKEY HOLLOW RD;294700;Single Family;Single Family;159m2;4;5;2;286200
14126;2014;04/21/2015;Wilton;54 GLEN VIEW;275000;Condo;Condo;145m2;3;4;2;275000
14126;2014;7/01/2015;Bridgeport;140 SUNRISE HILL CIR;461616;Condo;Condo;143m2;2;4;2;257400
14126;2014;07/20/2015;Bridgeport;5 LILAC LA;239740;Condo;Condo;107m2;4;4;2;192600
14127;2014;02/19/2015;Windham;9 CONTNENTMENT ISLAND ROAD;3965000;Single Family;Single Family;184m2;2;5;2;3965000
14127;2014;2/03/2015;Lisbon;22 MANOR RD;1325000;Single Family;Single Family;293m2;1;7;3;1325000
14127;2014;10/29/2014;Portland;14 MEADOW STREET;594000;Three Family;Three Family;396m2;4;7;4;594000
14127;2014;04/22/2015;Wilton;19 KENT HILLS LA;550000;Single Family;Single Family;252m2;3;7;3;550000
14127;2014;5/04/2015;Enfield;59 CRAIG DR;495000;Single Family;Single Family;160m2;2;5;2;495000
14127;2014;11/25/2014;Wilton;238 BONNER ST;379100;Single Family;Single Family;223m2;1;6;3;379100
14127;2014;12/24/2014;Windham;199 STOCKADE RD;367200;Single Family;Single Family;216m2;13;6;3;367200
14127;2014;12/04/2014;Montville;49 FOREST ST.;357000;Single Family;Single Family;210m2;3;6;3;357000
14127;2014;2/06/2015;Windham;90-92 NEW BRITAIN AV;338300;Two Family;Two Family;199m2;6;5;2;338300
14127;2014;07/22/2015;Bridgeport;7 STRAITSVILLE RD;325000;Single Family;Single Family;183m2;3;5;2;325000
14127;2014;07/31/2015;New Canaan;93 JOHNNYCAKE MOUNTAIN ROAD;322450;Single Family;Single Family;185m2;11;5;2;322450
14127;2014;12/31/2014;Enfield;97 WILLARD AVENUE;317900;Single Family;Single Family;187m2;7;5;2;317900
14127;2014;6/01/2015;Westport;436 STERLING HILL RD;286200;Single Family;Single Family;159m2;2;5;2;286200
14127;2014;7/02/2015;Bridgeport;957 GARDEN RD;283900;Single Family;Single Family;167m2;6;5;2;283900
14127;2014;3/11/2015;Southington;1016 EKONK HILL RD;280500;Single Family;Single Family;165m2;3;5;2;280500
14127;2014;04/20/2015;Montville;57 INDIAN HILL RD;277100;Single Family;Single Family;163m2;7;5;2;277100
14127;2014;11/21/2014;Windham;68 TOWER STREET;275000;Single Family;Single Family;123m2;2;4;2;275000
14127;2014;4/06/2015;Waterford;79 EDWARD AVE;266400;Single Family;Single Family;148m2;2;4;2;266400
14127;2014;06/25/2015;Waterford;1 CHOMA LN;253000;Condo;Condo;82m2;5;3;1;253000
14127;2014;07/29/2015;Lisbon;53 FRANKLIN AVE;263410;Single Family;Single Family;134m2;2;4;2;241200
14128;2014;11/25/2014;Wilton;129-131 IRVING ST;703500;Three Family;Three Family;469m2;6;9;5;703500
14128;2014;02/13/2015;Lisbon;72 SARAH BISHOP RD;555000;Single Family;Single Family;250m2;2;7;3;555000
14128;2014;2/11/2015;Windham;1 ASHFORD COURT;475000;Single Family;Single Family;184m2;2;5;2;475000
14128;2014;6/01/2015;Westport;5 ANN ST;432000;Single Family;Single Family;270m2;2;7;3;432000
14128;2014;10/30/2014;Portland;26 HUBBELL AVENUE;422400;Three Family;Three Family;264m2;6;7;3;422400
14128;2014;8/03/2015;New Canaan;45 PINE HILL ROAD;393600;Single Family;Single Family;246m2;8;6;3;393600
14128;2014;04/21/2015;Montville;12 HILLCREST DR;392000;Single Family;Single Family;245m2;5;6;3;392000
14128;2014;4/06/2015;Waterford;93 WHEELER FARM RD;390000;Single Family;Single Family;178m2;1;5;2;390000
14128;2014;5/04/2015;Enfield;53 SETTLERS FARM RD;384000;Single Family;Single Family;240m2;5;6;3;384000
14128;2014;04/23/2015;Wilton;77 RANGE RD;393120;Single Family;Single Family;216m2;5;6;3;367200
14128;2014;07/29/2015;Lisbon;120 CAMPTOWN AVE;367200;Two Family;Two Family;216m2;3;6;3;367200
14128;2014;12/31/2014;Enfield;11 GILBERT ROAD;358700;Single Family;Single Family;211m2;4;6;3;358700
14128;2014;12/04/2014;Montville;35 CAMBRIDGE DR.;321300;Single Family;Single Family;189m2;2;5;2;321300
14128;2014;06/26/2015;Waterford;118 NORTHERN BLVD;266700;Condo;Condo;145m2;12;4;2;261000
14128;2014;12/29/2014;Windham;10 FAIRFIELD CT;246600;Condo;Condo;137m2;4;4;2;246600
14128;2014;11/24/2014;Windham;9 ANN STREET;245000;Single Family;Single Family;123m2;2;4;2;245000
14128;2014;03/27/2015;Southington;94 BASSETT MILL RD;241200;Single Family;Single Family;134m2;4;4;2;241200
14128;2014;02/19/2015;Windham;31 KENSETT LANE;333130;Condo;Condo;132m2;5;4;2;237600
14128;2014;07/23/2015;Bridgeport;256 SYCAMORE DR;234000;Condo;Condo;130m2;1;4;2;234000
14128;2014;7/06/2015;Bridgeport;312 GOOSE LA;467689;Condo;Condo;88m2;5;3;1;158400
14129;2014;07/30/2015;Lisbon;115 HAWTHORNE AVE;721500;Three Family;Three Family;481m2;2;9;5;721500
14129;2014;04/23/2015;Wilton;9 BLACK BIRCH DR;550000;Single Family;Single Family;197m2;6;5;2;550000
14129;2014;4/07/2015;Waterford;53 CAPEWELL AAVE;416000;Single Family;Single Family;260m2;1;7;3;416000
14129;2014;6/02/2015;Westport;63 WINTHROP DR;396800;Single Family;Single Family;248m2;2;6;3;396800
14129;2014;12/04/2014;Montville;162 LARRABEE ST.;396100;Single Family;Single Family;233m2;5;6;3;396100
14129;2014;5/04/2015;Enfield;8 PEPPERIDGE RD;385900;Single Family;Single Family;227m2;3;6;3;385900
14129;2014;07/24/2015;Bridgeport;6 CORNWALL AVE;343400;Single Family;Single Family;202m2;7;6;3;343400
14129;2014;03/31/2015;Southington;11 PAWCATUCK TRAIL;319600;Single Family;Single Family;188m2;4;5;2;319600
14129;2014;06/26/2015;Waterford;50 HEATHERWOOD DRIVE;300000;Single Family;Single Family;173m2;5;5;2;300000
14129;2014;11/18/2014;Windham;219 ANDERSON AVENUE;287300;Single Family;Single Family;169m2;5;5;2;287300
14129;2014;04/25/2015;Montville;28 RENE DR;272000;Single Family;Single Family;160m2;1;5;2;272000
14129;2014;10/30/2014;Portland;6 GRACIE LANE;270000;Single Family;Single Family;136m2;2;4;2;270000
14129;2014;2/12/2015;Windham;60 BRADFORD WALK;283170;Condo;Condo;144m2;6;4;2;259200
14129;2014;02/24/2015;Windham;83 FITCH AVE;583170;Single Family;Single Family;141m2;13;4;2;253800
14129;2014;02/27/2015;Lisbon;12 NORTH ST;272170;Single Family;Single Family;128m2;2;4;2;252000
14129;2014;11/25/2014;Wilton;77 HARWICH ST;252000;Single Family;Single Family;140m2;3;4;2;252000
14129;2014;8/03/2015;Rocky Hill;27 WOODCREST DRIVE UNIT 1;149400;Condo;Condo;83m2;3;3;1;149400
14130;2014;4/10/2015;Waterford;6 BUSHNELL AVE;697500;Three Family;Three Family;465m2;3;9;5;697500
14130;2014;07/31/2015;Lisbon;206 HAWKINS ST;540000;Two Family;Two Family;360m2;6;7;4;540000
14130;2014;5/06/2015;Enfield;12 LAZY BROOK RD;480000;Single Family;Single Family;234m2;3;6;3;480000
14130;2014;2/12/2015;Windham;79-81 BIDWELL SQUARE;468800;Two Family;Two Family;293m2;8;7;3;468800
14130;2014;04/28/2015;Montville;8 NEW HAMPSHIRE LN;454400;Single Family;Single Family;284m2;5;7;3;454400
14130;2014;11/03/2014;Portland;10 SHARYL DRIVE;409600;Single Family;Single Family;256m2;15;7;3;409600
14130;2014;07/27/2015;Bridgeport;35 MAPLE DR;408000;Single Family;Single Family;255m2;9;7;3;408000
14130;2014;11/25/2014;Wilton;187 OXFORD ST;384200;Single Family;Single Family;226m2;2;6;3;384200
14130;2014;8/04/2015;New Canaan;2 HIGHWOOD CROSSING;311100;Single Family;Single Family;183m2;9;5;2;311100
14130;2014;4/01/2015;Southington;249 PENDLETON HILL RD;280500;Single Family;Single Family;165m2;4;5;2;280500
